Date,Ticker,Variable,Value,RobustZ,Disposition
2020-03-16,SPY,LogReturn,-0.11588671199287122,-16.600326064928275,Retained; valid positive OHLCV observation
2016-06-24,GLD,LogReturn,0.047873912303474195,6.151823092178295,Retained; valid positive OHLCV observation
2020-03-24,GLD,LogReturn,0.047389520259250466,6.088892522562988,Retained; valid positive OHLCV observation
2020-11-09,GLD,LogReturn,-0.045280856143465276,-5.9505281141521245,Retained; valid positive OHLCV observation
2013-04-15,GLD,LogVolume,18.356720189093437,4.785665377859441,Retained; valid positive OHLCV observation
2011-08-24,GLD,LogVolume,18.07396037413927,4.229073700246542,Retained; valid positive OHLCV observation
2025-10-17,GLD,LogVolume,17.943048087542138,3.971382595062279,Retained; valid positive OHLCV observation
2011-08-09,GLD,LogVolume,17.83667133622377,3.7619878672969578,Retained; valid positive OHLCV observation
2013-04-12,GLD,LogVolume,17.8337261327975,3.7561904532754373,Retained; valid positive OHLCV observation
2011-08-23,GLD,LogVolume,17.827657592554974,3.744244982895224,Retained; valid positive OHLCV observation
2025-10-21,GLD,LogVolume,17.806370621485577,3.7023431626498917,Retained; valid positive OHLCV observation
2011-09-23,GLD,LogVolume,17.785451466525124,3.661165361074481,Retained; valid positive OHLCV observation
2011-05-05,GLD,LogVolume,17.752889370654728,3.597069295761828,Retained; valid positive OHLCV observation
2010-05-06,GLD,LogVolume,17.738400305895304,3.5685486487851823,Retained; valid positive OHLCV observation
2020-03-20,TLT,LogReturn,0.07250261723057638,8.584261848663331,Retained; valid positive OHLCV observation
2020-03-17,TLT,LogReturn,-0.06901015304980757,-8.299600286929422,Retained; valid positive OHLCV observation
2020-03-16,TLT,LogReturn,0.06275374013223949,7.4211251467315344,Retained; valid positive OHLCV observation
2020-03-18,TLT,LogReturn,-0.05806647794205026,-6.993912458120765,Retained; valid positive OHLCV observation
2020-03-10,TLT,LogReturn,-0.05261863223291206,-6.343931006221934,Retained; valid positive OHLCV observation
2011-08-11,TLT,LogReturn,-0.051765945219583734,-6.2421970782568375,Retained; valid positive OHLCV observation
2020-03-06,TLT,LogReturn,0.050734957940448557,5.987166492951693,Retained; valid positive OHLCV observation
2016-11-09,TLT,LogReturn,-0.0433584857098314,-5.2391046577495874,Retained; valid positive OHLCV observation
2020-03-23,TLT,LogReturn,0.040383016357060056,4.752078280182328,Retained; valid positive OHLCV observation
2011-10-31,TLT,LogReturn,0.03888889447191063,4.573814877715874,Retained; valid positive OHLCV observation
2025-04-09,TLT,LogVolume,18.69340272010549,3.8918201689368277,Retained; valid positive OHLCV observation
2025-04-07,TLT,LogVolume,18.64372509034593,3.8171002343181417,Retained; valid positive OHLCV observation
2024-12-19,TLT,LogVolume,18.411471468449843,3.4677684419797608,Retained; valid positive OHLCV observation
2024-11-06,TLT,LogVolume,18.409576317386865,3.4649179524494897,Retained; valid positive OHLCV observation
2012-11-23,TLT,LogVolume,13.80262793213326,-3.4643756512088717,Retained; valid positive OHLCV observation
2025-04-11,TLT,LogVolume,18.367428690342635,3.401523866372513,Retained; valid positive OHLCV observation
2025-04-04,TLT,LogVolume,18.345894695803224,3.3691346668102216,Retained; valid positive OHLCV observation
2024-08-02,TLT,LogVolume,18.336351947442328,3.35478145517231,Retained; valid positive OHLCV observation
2012-12-24,TLT,LogVolume,13.88419671575272,-3.3416883529526737,Retained; valid positive OHLCV observation
2024-08-05,TLT,LogVolume,18.322916856267515,3.334573785461881,Retained; valid positive OHLCV observation
2020-03-09,USO,LogReturn,-0.29189094440262797,-17.133831441092138,Retained; valid positive OHLCV observation
2020-04-21,USO,LogReturn,-0.2885713769998179,-16.939432318341733,Retained; valid positive OHLCV observation
2020-03-18,USO,LogReturn,-0.19253111422117827,-11.315162476108311,Retained; valid positive OHLCV observation
2020-04-27,USO,LogReturn,-0.1600043029750905,-9.410340912083205,Retained; valid positive OHLCV observation
2020-04-02,USO,LogReturn,0.15415067982725836,8.987072260713592,Retained; valid positive OHLCV observation
2020-04-03,USO,LogReturn,0.14375293673196893,8.378163963024786,Retained; valid positive OHLCV observation
2020-03-16,USO,LogReturn,-0.14012117625804185,-8.245953531951274,Retained; valid positive OHLCV observation
2020-03-19,USO,LogReturn,0.1311399710821438,7.639528725333463,Retained; valid positive OHLCV observation
2022-03-09,USO,LogReturn,-0.123962088264302,-7.2996517554696645,Retained; valid positive OHLCV observation
2021-11-26,USO,LogReturn,-0.11861104238229331,-6.98628603667779,Retained; valid positive OHLCV observation
2020-04-21,USO,LogVolume,18.643128157018563,4.737926182393363,Retained; valid positive OHLCV observation
2020-04-20,USO,LogVolume,18.510556410777877,4.573031410040516,Retained; valid positive OHLCV observation
2013-12-24,USO,LogVolume,11.652469992408125,-3.957161717838661,Retained; valid positive OHLCV observation
2014-06-06,USO,LogVolume,11.77057092104547,-3.8102659704826656,Retained; valid positive OHLCV observation
2020-04-22,USO,LogVolume,17.81347660825178,3.70599285462596,Retained; valid positive OHLCV observation
2014-05-27,USO,LogVolume,11.880605628715635,-3.673403112545779,Retained; valid positive OHLCV observation
2014-06-03,USO,LogVolume,11.88457867255634,-3.668461379648396,Retained; valid positive OHLCV observation
2014-06-11,USO,LogVolume,11.893927100900019,-3.6568336610182968,Retained; valid positive OHLCV observation
2014-05-29,USO,LogVolume,11.909686132448247,-3.6372323357485166,Retained; valid positive OHLCV observation
2025-06-23,USO,LogVolume,17.740635358804028,3.6153917907780295,Retained; valid positive OHLCV observation
